127.0.0.1 - - [24/Mar/2018:10:53:00 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=a774af1149&1521888777928 HTTP/1.0" 200 572 "http://amazing-college.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:00 +0000] "POST /wp-cron.php?doing_wp_cron=1521888779.8578441143035888671875 HTTP/1.1" 499 0 "http://amazing-college.local/wp-cron.php?doing_wp_cron=1521888779.8578441143035888671875" "WordPress/4.9.4; http://amazing-college.local"
127.0.0.1 - - [24/Mar/2018:10:53:01 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:01 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=a774af1149&1521888778627 HTTP/1.0" 200 1 "http://amazing-college.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:03 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1474 "http://amazing-college.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:09 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 639 "http://amazing-college.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:19 +0000] "GET /wp-admin/profile.php HTTP/1.0" 200 37011 "http://amazing-college.local/wp-admin/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:19 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils,zxcvbn-async&ver=4.9.4 HTTP/1.0" 200 41643 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:19 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,password-strength-meter,underscore,wp-util,user-profile,svg-painter,heartbeat,wp-auth-check&ver=4.9.4 HTTP/1.0" 200 21640 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:19 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.4 HTTP/1.0" 200 94628 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:46 +0000] "GET / HTTP/1.0" 200 60865 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:46 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:53:49 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:54:49 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:56:49 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:10:58:49 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:00:49 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:02:49 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:17:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:18 +0000] "GET /wp-admin/profile.php HTTP/1.0" 200 37011 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:29 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 44680 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:29 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.4 HTTP/1.0" 200 41526 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:29 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter,h&load%5B%5D=eartbeat,wp-auth-check&ver=4.9.4 HTTP/1.0" 200 51084 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:30 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:43 +0000] "GET / HTTP/1.0" 200 60865 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:44 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:57 +0000] "GET /wp-admin/profile.php HTTP/1.0" 200 37011 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:18:57 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/profile.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:03 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 44680 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:03 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:28 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:32 +0000] "GET /wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme HTTP/1.0" 200 277344 "http://amazing-college.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:32 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets,site-icon&load%5B%5D=,l10n,buttons,customize-controls,customize-widgets,customize-nav-menus,code-editor,media-views&ver=4.9.4 HTTP/1.0" 200 115620 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:32 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=4.9.4 HTTP/1.0" 200 6484 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:32 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,underscore,wp-a11y,wp-util,jquery-ui-core,jquery-ui-widget,jquery-ui-mouse,jquery-ui-sortable,jquery-&load%5B%5D=ui-draggable,jquery-ui-droppable,backbone,wp-backbone,wp-ajax-response,jquery-color,wp-lists,postbox,nav-menu,wp-codemirror&ver=4.9.4 HTTP/1.0" 200 291406 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:32 +0000] "GET /wp-includes/js/tinymce/wp-tinymce.php?c=1&ver=4607-20180123 HTTP/1.0" 200 214099 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:32 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=heartbeat,customize-base,customize-controls,customize-widgets,accordion,customize-nav-menus,imgareaselect,customize-models,custo&load%5B%5D=mize-views,mce-view,image-edit,updates,quicktags,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete,thickbox,media-&load%5B%5D=upload&ver=4.9.4 HTTP/1.0" 200 100951 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:33 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:19:34 +0000] "POST /?customize_changeset_uuid=3e02c641-8abb-4f4c-8c05-1b4c54937ff4&customize_theme=fictional-university-theme&customize_messenger_channel=preview-0&customize_autosaved=on HTTP/1.0" 200 30891 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:32 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 171 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:34 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 5334 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:41 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 404 50 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:42 +0000] "GET /wp-admin/themes.php?theme=fictional-university-theme HTTP/1.0" 200 44452 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:42 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:48 +0000] "GET /wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme HTTP/1.0" 200 276968 "http://amazing-college.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:49 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:20:49 +0000] "GET /?customize_changeset_uuid=7afc0406-948c-4175-ad03-b8bc71970c74&customize_theme=fictional-university-theme&customize_messenger_channel=preview-0 HTTP/1.0" 200 30535 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:21:49 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:23:07 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:23:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 404 50 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:23:14 +0000] "GET /wp-admin/themes.php?theme=fictional-university-theme HTTP/1.0" 200 36912 "http://amazing-college.local/wp-admin/customize.php?theme=fictional-university-theme&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php%3Ftheme%3Dfictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
127.0.0.1 - - [24/Mar/2018:11:23:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
